Bruce Lee,No Commercial Breaks,OBN Jay,1,True,0.683,0.45,1,-9.069,1,0.353,0.0564,0.0,0.127,0.238,157.176,221747,4.0,2020-07-17
"St. Luke Passion, TWV 5:13: Chorus: Hinweg mit diesem, und gibt uns Barabam los!",Telemann: St. Luke Passion,"Georg Philipp Telemann, Wolfgang Klose",32,True,0.611,0.494,9,-16.66,1,0.0377,0.812,0.0002,0.33,0.937,111.446,31520,3.0,2013-04-30
Hand Me Down World,Track Record,The Guess Who,7,True,0.671,0.503,0,-11.561,1,0.0277,0.295,0.0,0.324,0.902,101.284,207000,4.0,1988-01-01
STAR TONIGHT,HEARTBEAT,Don Johnson,8,True,0.613,0.38,11,-13.743,1,0.0305,0.242,0.0002,0.249,0.454,67.575,174133,4.0,1986-09-30
I Wish I Could Be Beautiful,Sex Sells,Rithma,6,True,0.763,0.868,6,-6.504,0,0.0566,0.0763,0.0159,0.224,0.749,121.989,308813,4.0,2008-08-05
Flying Nuimbus,Twelve,Latrell James,5,True,0.63,0.83,1,-6.464,1,0.278,0.302,0.0,0.883,0.481,133.948,216048,4.0,2015-05-12
Groovin' Up Hip Street,Got 2 Be Groovin',Euge Groove,5,True,0.63,0.717,2,-6.5,0,0.106,0.279,0.177,0.0882,0.395,173.978,362160,4.0,2014-08-19
After Midnight,Kickin' Into Midnight,Restless,8,True,0.632,0.516,0,-13.313,1,0.0497,0.023,0.0,0.0333,0.958,101.208,180360,4.0,2009-02-09
My Sword Again for You,The Battle Will Never End,Bloodshed Walhalla,7,True,0.457,0.961,5,-6.363,1,0.059,0.0001,0.193,0.196,0.21,130.747,593813,4.0,2012-06-01
Somebody,Thrift Shop,Horace Godwink,10,True,0.624,0.751,9,-10.915,0,0.0359,0.2,0.0,0.294,0.762,91.913,278253,4.0,2002-01-01
Lara's Theme - Swing Version,Doctor Zhivago (Original Motion Picture Soundtrack),Maurice Jarre,45,True,0.417,0.308,7,-14.852,0,0.0372,0.492,0.0,0.243,0.9,186.07,75400,3.0,1965-12-31
Los pollos (The chickens),Los Utrera: El Son Jarocho,"Utrera, Los",3,True,0.799,0.312,8,-13.502,0,0.0971,0.754,0.0,0.0932,0.961,134.124,328133,3.0,1996-01-01
Working On A Building,Breakdown,Old & In The Way,13,True,0.444,0.238,2,-17.01,1,0.0554,0.893,0.0148,0.713,0.657,199.795,155733,4.0,1997-11-18
Tennessee Rose,Cimarron,Emmylou Harris,10,True,0.562,0.509,1,-9.846,1,0.0269,0.107,0.0001,0.103,0.642,115.504,265440,4.0,1981-11-11
"Pelleas and Melisande Suite, Op. 46 (version for orchestra): III. A spring in the park",Sibelius: Pelleas and Melisande / Swanwhite / King Christian Ii,"Jean Sibelius, Daði Kolbeinsson",4,True,0.146,0.019,0,-28.7,1,0.0375,0.963,0.866,0.0832,0.0673,71.692,141120,1.0,1993-02-01
Ag Crost an Sol,Rian,"""Liam O Maonlai""",11,True,0.216,0.111,5,-14.142,1,0.0352,0.867,0.0,0.145,0.236,82.062,189373,1.0,2005-10-04
Game of Attrition,"Music of Arlene Sierra, Vol. 2: Game of Attrition","Arlene Sierra, BBC National Orchestra Of Wales",4,True,0.279,0.208,1,-17.102,0,0.0373,0.948,0.757,0.0823,0.0385,90.048,782120,3.0,2014-01-14
Anvil,Subsidia Dusk: Vol. 1,"STUCA, eugene",22,True,0.692,0.767,1,-3.961,1,0.0526,0.027,0.0672,0.145,0.193,139.897,205732,4.0,2020-09-28
Winter,Tales Of Soveena,Emerald Mind,3,True,0.353,0.919,9,-3.852,0,0.0713,0.0006,0.0001,0.186,0.118,127.676,424000,4.0,2009-11-15
Stomp House,Pulse: a STOMP Odyssey,Stomp,15,True,0.754,0.913,1,-12.205,1,0.075,0.103,0.844,0.043,0.489,106.461,89747,4.0,2003-01-21
Hans im Glück,"Herzlichst, Mireille",Mireille Mathieu,11,True,0.539,0.782,11,-3.743,1,0.0389,0.722,0.0,0.112,0.665,116.799,175360,4.0,2006-09-15
Try me on For Size,The Hits,Scotty Torgerson,8,True,0.652,0.301,6,-12.201,1,0.0332,0.909,0.219,0.123,0.573,108.918,184680,4.0,2003-01-01
"Concerto del Luigi Manzia in G Minor, LV 132: I. Allegro","Walther: Organ Works, Vol. 2","Johann Gottfried Walther, Craig Cramer",5,True,0.355,0.0505,9,-19.884,0,0.0387,0.966,0.135,0.183,0.399,78.329,203067,4.0,2001-02-12
The Prayer,St. Patrick: The Irish Legend Soundtrack,Laurence Nugent,13,True,0.147,0.195,9,-16.27,1,0.0423,0.972,0.96,0.243,0.0585,102.482,101627,4.0,2000-01-01
Liebeswalzer (für H. F.),Best of SILLY Vol.1,Silly,5,True,0.709,0.535,0,-12.312,1,0.035,0.029,0.193,0.074,0.726,135.783,344027,4.0,1996-10-21
Bloodbuzz Ohio,Bloodbuzz Ohio,The National,1,True,0.402,0.835,9,-6.367,1,0.043,0.0558,0.18,0.103,0.69,157.066,275933,4.0,2010-05-03
Fwe Bena Zambia,Can't You Hear Me?,Various Artists,16,True,0.634,0.955,2,-7.804,1,0.056,0.891,0.0917,0.169,0.517,87.995,264147,4.0,2016-03-18
Orc March,Four Point Five,Metafix,5,True,0.426,0.185,0,-17.207,1,0.0703,0.873,0.913,0.111,0.033,110.013,163493,4.0,2008-10-27
Behind the Mask,Neon Mirage,Stan Ridgway,10,True,0.255,0.449,9,-11.778,1,0.0386,0.0377,0.0449,0.158,0.32,120.044,378680,3.0,2010-08-13
Fall,Call,The Lightning Bug Situation,2,True,0.653,0.0671,0,-23.192,1,0.0347,0.852,0.343,0.0582,0.191,124.079,216853,4.0,2010-09-15
Gunline Boss (feat. RSM),Revelations Chapter 2,"Smoke, RSM",11,True,0.707,0.747,10,-13.61,0,0.243,0.16,0.0,0.479,0.485,121.184,318825,4.0,2014-11-28
Aja,Footprints: The Life And Music Of Wayne Shorter,Steely Dan,4,True,0.501,0.525,7,-12.73,1,0.0319,0.0367,0.0233,0.061,0.326,117.13,476293,4.0,2004-01-01
Strange Are the Ways of Love,I Care,Rachelle Ann Go,5,True,0.5,0.507,7,-6.431,1,0.0335,0.414,0.0,0.0849,0.144,78.032,250013,4.0,2005-12-14
In Deeper Presence,On Another Level,Los Hermanos,3,True,0.756,0.645,1,-15.77,1,0.0533,0.0008,0.88,0.0897,0.96,132.011,277173,4.0,2005-01-01
I’m Blue,Bluegrass Mastery Vol. 1,Flatt Lonesome,8,True,0.593,0.62,11,-5.455,1,0.0293,0.736,0.0,0.142,0.883,180.195,208640,3.0,2013-02-04
Waiting For Love,Songs From The Eye Of An Elephant,R. Star,15,True,0.318,0.401,5,-7.457,1,0.0288,0.245,0.0,0.0854,0.39,82.228,193547,4.0,2005-01-01
What Waz I To Do? - Radio Edit,Chunk II: Still The Menace,Chunk,12,True,0.642,0.708,4,-8.127,0,0.383,0.156,0.0,0.07,0.504,176.044,236373,4.0,1992-04-24
"Sonata in A Minor, D 821: I. Allegro moderato",Schubert & Beethoven,"Patricia McCarty, Martin Amlin",1,True,0.279,0.047,9,-25.761,0,0.0483,0.988,0.81,0.0457,0.209,91.808,741013,4.0,2002-07-02
"The Holidays (feat. Robert Evan, Raymond J. MC Leod & George Merritt)","Broadway's Greatest Gifts: Carols for a Cure, Vol. 6, 2004","The Broadway Cast Of ""Little Shop Of Horrors"", Robert Evan",9,True,0.304,0.317,11,-7.763,0,0.0403,0.979,0.0,0.0545,0.188,78.296,106053,3.0,2004-10-22
Radio Yankee Tango,Hotel Yankee Tango,JP DEN TEX,1,True,0.398,0.483,2,-13.252,1,0.041,0.0011,0.0001,0.128,0.431,170.619,247733,3.0,2012-04-21
Body And Soul,Focus,Shaun Martin,3,True,0.374,0.194,10,-18.11,0,0.0322,0.947,0.886,0.118,0.151,132.324,265199,4.0,2018-07-20
How to Rock...For Red Bunnies,Ezeetiger,Ezee Tiger,8,True,0.488,0.794,7,-7.201,1,0.192,0.0001,0.0056,0.148,0.529,171.774,102107,4.0,2005-04-29
The Seventh Seal,Messengers Of Love,Seventh Seal,7,True,0.461,0.379,7,-13.528,0,0.0378,0.901,0.179,0.154,0.229,76.831,88640,4.0,2007-08-03
Exit Music,Edge Of Thorns,Savatage,7,True,0.366,0.0295,0,-25.834,1,0.0577,0.951,0.871,0.139,0.0635,117.102,189373,3.0,1993-03-16
Saraye Rood,"Voice of Poet , Art of Time`s Footstep (Honar-E Gaam-E Zaman)",Hooshang Ebtehaj,5,True,0.293,0.0505,2,-22.42,1,0.133,0.963,0.0003,0.12,0.257,92.394,202680,3.0,2010-01-01
String Quartet No. 6: I. Fantasia,George Rochberg: String Quartets 3-6,"George Rochberg, Mark Sokol",6,True,0.308,0.0635,1,-23.737,1,0.0489,0.756,0.0311,0.209,0.137,82.699,266560,4.0,1999-01-01
Evangeline Special,La dance des ancetres (The Ancestral Dance),"Kristi Guillory, Reveille",3,True,0.396,0.856,9,-6.25,1,0.0572,0.0612,0.0539,0.116,0.879,200.363,183181,4.0,1996-06-19
Ю,ЭЮЯ,Tantsy Minus,6,True,0.588,0.825,0,-4.605,1,0.0259,0.459,0.0098,0.0747,0.604,129.664,266480,4.0,2006-01-01
Hold On - Bonus Track,Regalando Cerezas A Lucia,Khaoticos,13,True,0.577,0.894,6,-5.823,0,0.136,0.122,0.0,0.325,0.766,148.222,197027,4.0,2004-01-22
"24 Preludes, Op. 28: Prelude No. 15 in D-Flat Major","Rubinstein Collection, Vol. 16: Chopin: 24 Preludes, Berceuse, Barcarolle, Sonata No. 2 (""Funeral March""), Impromptu No.3","Frédéric Chopin, Arthur Rubinstein",15,True,0.375,0.0246,1,-21.654,1,0.0538,0.994,0.898,0.113,0.0394,92.85,267173,4.0,1999-10-18
...And My Movie Sucks,"Less Talk, More Shots",The Revenge,4,True,0.272,0.998,6,-3.972,0,0.125,0.0,0.0006,0.386,0.0546,204.081,133267,4.0,2007-10-23
Silence,"New Battles, without honor and humanity",2L8,5,True,0.395,0.69,7,-4.608,1,0.0296,0.426,0.0002,0.0995,0.309,169.776,337907,4.0,2011-10-15
Country Found Me,Ayla Brown,Ayla Brown,5,True,0.627,0.706,2,-7.443,1,0.0333,0.0083,0.0,0.0553,0.627,96.005,174827,4.0,2012-04-01
Dahil Sa Ulan,Soapdish,Soapdish,8,True,0.601,0.859,9,-5.121,1,0.0339,0.0954,0.0033,0.136,0.204,116.11,320973,4.0,2005-07-07
Cold Words,Midnight Rain,Cheryl Rae,3,True,0.396,0.718,2,-8.954,0,0.0443,0.013,0.0361,0.128,0.748,172.986,275093,4.0,2000-01-01
Little Bitty Pretty One - 1972 Sessions,I Put a Spell on You - the Best Of,"""Screamin Jay Hawkins""",3,True,0.557,0.85,7,-7.167,1,0.0991,0.0919,0.0098,0.245,0.316,97.873,150627,4.0,2008-01-01
Shule Agra,Harpes d'Irlande,Gisèle Guibord & Robin Grenon,10,True,0.455,0.07,9,-20.527,0,0.0672,0.987,0.935,0.109,0.369,75.645,227293,4.0,2010-12-15
Chalk Point,The Clearing/ The Final Epoch,Locrian,1,True,0.165,0.795,7,-6.024,1,0.0824,0.0517,0.865,0.427,0.115,112.433,493747,4.0,2012-08-14
Wounds,Ziggurats,The Beautiful Girls,11,True,0.725,0.673,7,-7.044,1,0.0451,0.445,0.0,0.101,0.772,78.009,250693,4.0,2007-10-02
We Have All The Time In The World (from On Her Majesty's Secret Service),Moviola,John Barry,12,True,0.139,0.0898,9,-21.904,1,0.0378,0.473,0.949,0.0935,0.0392,97.729,180893,3.0,1992-09-24
So Much To Live,Planet Gemini,Michael Angelo Batio,8,True,0.165,0.762,6,-6.969,0,0.0421,0.332,0.0004,0.4,0.405,136.344,321747,4.0,1997-01-01
Endless Rhyme,Midnight Dome,Obfusc,10,True,0.216,0.298,7,-20.945,1,0.0455,0.996,0.933,0.0963,0.366,79.584,326280,1.0,2011-11-23
Take A Walk With Me,Tip Of The Top,William Clarke,3,True,0.401,0.798,9,-6.638,1,0.0636,0.889,0.575,0.415,0.942,119.755,225067,4.0,1999-01-01
Comfort,Mine And Yours,David Mead,3,True,0.503,0.511,9,-8.437,1,0.0246,0.556,0.0002,0.23,0.571,79.844,209133,4.0,2001-05-15
"Hungarian Dances, WoO1 in G Minor, WoO. 1: Hungarian Dances, WoO1: XIV. No. 5 in G Minor - Orch. Schmeling",Brahms: Violin Concerto & Hungarian Dances,"Johannes Brahms, Scottish Chamber Orchestra",17,True,0.346,0.127,7,-17.37,0,0.0365,0.865,0.822,0.0883,0.51,77.662,140607,3.0,2004-05-03
pack up your troubles,Banga Boom Boom,Cuckooland,14,True,0.424,0.807,5,-6.645,1,0.0358,0.0009,0.0,0.193,0.622,93.419,170640,4.0,2005-08-29
Se menea,Cumbia,Cumbia Latin Band,15,True,0.717,0.979,10,-3.534,0,0.0436,0.17,0.691,0.0465,0.966,153.952,143438,4.0,2010-10-28
Shot Down 1000 Chances,Angels Bleed Black,3 Kisses,5,True,0.423,0.879,4,-3.254,0,0.0626,0.238,0.0293,0.187,0.881,163.168,200852,4.0,2016-08-01
Lost It,I Met My Band At A New Years Party,Moon Kissed,6,True,0.395,0.85,2,-7.157,0,0.174,0.0557,0.0001,0.102,0.473,119.729,206750,4.0,2019-12-17
Red Green Blue,First Contact,Songs To Your Eyes,5,True,0.513,0.608,10,-12.458,1,0.0301,0.0575,0.84,0.155,0.188,102.97,213786,4.0,2018-08-15
This Can't Be Love,Livin' on Love,"Wesla Whitfield, The Mike Greensill Octet",1,True,0.504,0.346,9,-10.343,1,0.0346,0.841,0.0001,0.0764,0.507,108.236,210440,4.0,2006-06-23
"Concerto for 28 Players, Op. 105: III. Allegro","Arnold, M.: Little Suites Nos. 1-3 / Concerto for 28 Players / Variations On A Theme of Ruth Gipps","Malcolm Arnold, City of London Sinfonia",6,True,0.268,0.0709,9,-23.404,1,0.0461,0.964,0.877,0.121,0.038,131.029,282600,4.0,1996-11-01
Poppy Fields,Electric Ladder,Robert Rich,3,True,0.185,0.131,7,-20.776,0,0.0356,0.957,0.928,0.131,0.0444,114.01,436000,4.0,2006-02-27
Love Hangover,Tribute to Bob Marley,Horace Andy,3,True,0.851,0.465,9,-7.445,1,0.0465,0.0184,0.0051,0.0815,0.668,127.757,269094,4.0,2006-01-01
The Bee's Wing,"The Drones and the Chanters - Irish Pipering, Vol. Two",Joseph McLaughlin,9,True,0.274,0.472,11,-8.28,1,0.037,0.5,0.0,0.122,0.405,101.416,111961,4.0,1994-01-01
Fiddle Patch,Sound Traditions: Burnin' Up The Strings,"Red Smiley, The Bluegrass Cut Ups",8,True,0.629,0.564,9,-7.892,1,0.0371,0.734,0.875,0.0921,0.816,130.731,113547,4.0,2006-04-25
Outside Looking In,Outside Looking In,Dave Hole,3,True,0.216,0.774,0,-4.556,1,0.0969,0.0268,0.0554,0.096,0.675,202.651,243200,3.0,2001-06-05
Done Is Done,The Holy Fool,"Zen Tricksters, Rob Barraco",3,True,0.453,0.812,9,-9.725,1,0.0664,0.37,0.0007,0.302,0.579,131.609,380600,4.0,1996-01-01
Escenas romanticas: Recitativo,"Granados, E.: Piano Music, Vol. 3 - Escenas Romanticas / Allegro De Concierto / Capricho Espanol","Enrique Granados, Douglas Riva",4,True,0.401,0.0053,10,-36.272,0,0.057,0.995,0.845,0.0728,0.56,131.501,105533,4.0,2000-06-11
Freedom Of Choice,Darkness Calls...,The Dark Shadows,8,True,0.729,0.52,9,-7.729,1,0.0345,0.0146,0.0085,0.1,0.687,140.05,195573,4.0,2011-02-08
Rock 'n' Roll Nation,Havana,John Stewart,6,True,0.865,0.41,6,-10.418,0,0.0364,0.214,0.0,0.086,0.775,123.813,225093,4.0,2003-03-25
Me Toca A Mí (Versión Ranchera),Me Toca A Mí,Any Puello,11,True,0.537,0.459,9,-5.073,1,0.0264,0.0562,0.0,0.196,0.35,112.083,272496,4.0,2013-01-01
Ram Ranch 233,Ram Ranch 233,Grant Macdonald,1,True,0.205,0.999,6,3.412,1,0.256,0.0604,0.0,0.328,0.0376,103.353,418337,4.0,2020-01-29
Fly Away,Lead Balloon,Rosi Golan,10,True,0.529,0.534,11,-7.746,1,0.0279,0.406,0.0,0.106,0.45,102.086,184720,4.0,2011-09-27
I Hear You in a Song,Movements of the Heart,David Lanz,6,True,0.423,0.0711,2,-19.974,1,0.0489,0.987,0.91,0.105,0.0569,103.731,228427,3.0,2020-09-24
Where Do I Go From Here,Zsa Zsa,Zsa Zsa Padilla,9,True,0.197,0.287,5,-10.762,1,0.0308,0.431,0.0,0.114,0.06,185.647,219200,3.0,2004-02-23
Outskirts of Town,Trail Five,Jimmy LaFave,7,True,0.282,0.858,9,-4.584,1,0.0556,0.188,0.0001,0.842,0.348,99.519,404160,3.0,2016-05-13
Amelia,Lullaby Rock,Ings,4,True,0.266,0.446,9,-9.296,1,0.0574,0.53,0.0001,0.174,0.211,175.804,261300,4.0,2019-11-15
Time Rewind,Time Rewind,"LIUN and the Science Fiction Band, Wanja Slavin",2,True,0.522,0.537,0,-9.269,1,0.0348,0.0893,0.0083,0.166,0.0563,126.914,232227,5.0,2019-11-15
Inbetweener,Greatest Hits,Sleeper,2,True,0.414,0.901,5,-7.033,1,0.0585,0.0006,0.0,0.681,0.806,134.967,198493,4.0,2007-07-06
You're Not Too Young,Where Did We Go Wrong,See Me River,4,True,0.279,0.242,0,-15.446,1,0.0286,0.0427,0.301,0.0895,0.319,179.725,364174,3.0,2010-09-03
High Enough To Fall,Get Me Back To You,"""Rory Kellys Triple Threat""",4,True,0.446,0.506,4,-6.852,0,0.0431,0.0091,0.0002,0.142,0.179,120.23,340480,3.0,2010-11-19
"Zucht Eer und Lob: Zucht, eer und lob",Saints and Sinners - The Music of Medieval and Renaissance Europe,"Paul Hofhaimer, Hans Kotter",11,True,0.233,0.019,7,-25.448,1,0.0495,0.989,0.0,0.0752,0.352,171.52,111267,4.0,2014-02-25
上集大結局 - The Players Live,Jason Chan The Players Live in Concert 2016,Jason Chan,2,True,0.605,0.602,1,-9.572,1,0.0314,0.086,0.0006,0.355,0.58,118.112,202649,4.0,2017-01-26
Let Go the 1 U Love,Brouhaha,Adventure,8,True,0.325,0.717,7,-4.93,1,0.0424,0.0038,0.008,0.0879,0.63,85.753,165013,3.0,2012-02-24
Snazzy Shoes,D-Sides,"""DMolls (Desi Rexxs)""",1,True,0.641,0.657,11,-5.331,1,0.0675,0.729,0.0068,0.0837,0.756,100.622,108040,4.0,2011-06-07
Nearer My God to Thee,Goin' Home,Elizabeth Rasmussen & Gretchen Marlow,9,True,0.325,0.206,3,-15.032,1,0.0273,0.953,0.0,0.425,0.31,58.589,83307,5.0,1988-01-01
Uncouth Pilgrim,Uncouth Pilgrims,Keegan McInroe,13,True,0.542,0.577,10,-7.776,1,0.0372,0.0157,0.0021,0.221,0.413,138.112,220533,4.0,2015-12-31
Go See Jackie,Nas-D Style,MC Nas-D,8,True,0.796,0.917,1,-10.791,1,0.173,0.0006,0.0,0.29,0.644,141.637,236440,4.0,1994-09-19
Le rossignuol (arr. P. Philips),Philips: Harpsichord Music,"Peter Philips, Elizabeth Farr",11,True,0.222,0.279,11,-22.557,1,0.0361,0.868,0.335,0.0586,0.698,90.222,310213,3.0,2006-09-26
The Know,Europass,Elzhi,6,True,0.481,0.921,5,-4.16,1,0.0898,0.0536,0.0,0.14,0.631,87.75,206880,4.0,2019-10-11
煙る,両成敗,Gesu No Kiwami Otome,17,True,0.651,0.809,3,-4.493,0,0.0429,0.0713,0.0004,0.146,0.805,141.973,219493,4.0,2016-01-13
Gimme Gimme Lsd,Charles Barkley Is Not A Role Model,Gnarls Oakley,8,True,0.437,0.809,7,-6.651,0,0.112,0.848,0.0691,0.278,0.189,120.076,170000,4.0,2007-02-21
"Fireside Chat, Part 1",Moneyland,Franklin D. Roosevelt,1,True,0.712,0.672,9,-16.445,0,0.94,0.995,0.893,0.673,0.443,87.787,44280,4.0,2008-07-08
Mama - SOS Tour Live in Vancouver,SOS Tour - Live in Vancouver (11/02/18),The Glorious Sons,2,True,0.226,0.838,9,-8.723,1,0.0953,0.0074,0.0001,0.516,0.546,172.914,253547,4.0,2020-05-08
Take Me Away (Live),Epic Live,Globus,1,True,0.226,0.807,8,-5.871,0,0.111,0.154,0.0,0.709,0.0479,104.976,257293,3.0,2010-03-15
Romance in the Dark,Let Me Entertain You,Ann-Margret,7,True,0.237,0.323,8,-9.119,1,0.0329,0.911,0.0,0.168,0.27,177.617,156133,3.0,1996-07-29
Stead,Rivulets,Rivulets,8,True,0.532,0.12,5,-15.775,0,0.0432,0.873,0.688,0.108,0.0335,139.913,299613,4.0,2002-01-01
My Friends,Greatest Hits,Red Hot Chili Peppers,11,True,0.442,0.715,0,-3.618,1,0.0257,0.0051,0.0011,0.12,0.316,81.704,249333,4.0,2003-11-18
Hotel Luna,The Private Music Of Suzanne Ciani,Suzanne Ciani,5,True,0.495,0.264,10,-16.472,1,0.0281,0.783,0.88,0.0774,0.288,153.279,251640,4.0,1992-10-26
Climb the Highest Mountain,Speechless,Kelly Richey,4,True,0.508,0.722,7,-6.95,1,0.04,0.0355,0.12,0.101,0.7,158.158,345160,4.0,2006-08-08
Tomorrow - Accompaniment Backing Tracks,Songs from Annie: Accompaniments,Stage Stars,15,True,0.288,0.306,6,-10.028,1,0.0272,0.692,0.504,0.111,0.157,80.437,141213,4.0,1998-01-06
Chemistry Must Be Respected,Danze Altalenanze,Stefano Barone,1,True,0.725,0.741,10,-10.891,1,0.0408,0.328,0.69,0.106,0.389,179.989,234183,4.0,2012-04-17
It's Supposed to Bubble,Super Tight,UGK,3,True,0.747,0.752,8,-6.936,0,0.18,0.0563,0.0,0.0798,0.633,79.904,271027,4.0,1994-08-30
Roots Revisited,Soulphiction EP 01,Soulphiction,5,True,0.695,0.635,11,-9.749,0,0.074,0.0585,0.712,0.107,0.317,90.044,235267,4.0,2004-01-01
Mediocre Lovin',Fade to Blue,Mike Pachelli,2,True,0.468,0.596,7,-12.487,0,0.059,0.0041,0.0,0.0663,0.652,111.345,274432,4.0,2016-03-04
Debunk Yourself,The World is a Mess,Future Punx,5,True,0.478,0.742,10,-7.43,0,0.0515,0.0001,0.104,0.0282,0.78,182.001,232200,4.0,2019-03-01
Silly Girl (Live),Like Rats,Mark Kozelek,14,True,0.338,0.269,5,-18.934,1,0.0827,0.893,0.0003,0.682,0.341,79.052,128853,4.0,2013-02-19
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Unplugged (2013 Remaster),Eric Clapton,7,True,0.558,0.524,2,-11.626,0,0.0459,0.321,0.001,0.94,0.636,93.654,289027,4.0,1992-08-25
Drive,Orinoco Flow - Relaxing Pop,The Cars,22,True,0.583,0.69,6,-8.273,1,0.0292,0.104,0.0011,0.0994,0.458,111.344,234320,5.0,2019-02-08
Yisbarach,"The Best of the Best, Vol. 1","Gideon Levine, Rivie Schwebel",5,True,0.627,0.825,0,-8.277,0,0.0791,0.245,0.0,0.216,0.802,156.798,218302,4.0,1992-01-01
Cloud Sailors - 201,Mission To Sedna,Nuclear Ramjet,5,True,0.665,0.688,0,-14.651,1,0.0362,0.0187,0.89,0.274,0.319,141.985,490893,4.0,2006-02-23
Rockaway,The Angle Below,Peter Brendler,7,True,0.344,0.023,7,-32.704,1,0.0778,0.901,0.972,0.108,0.429,166.854,144613,4.0,2013-08-10
That's Why,Sound Go Round,Dressy Bessy,5,True,0.537,0.831,10,-4.78,1,0.0321,0.549,0.0007,0.278,0.892,142.807,143853,4.0,2003-11-22
No Real Hope,Voodoo Economics And Other American Tragedies,The Proletariat,16,True,0.234,0.968,0,-9.065,1,0.0555,0.0,0.912,0.284,0.281,174.525,114760,4.0,2006-09-17
Pasos,Free Fall,Melissa Aldana,2,True,0.437,0.468,0,-9.38,1,0.029,0.82,0.0082,0.196,0.248,93.582,438256,4.0,2010-11-01
Roi de Thule from Faust (Act III),MASTERWORKS HERITAGE: Bidú Sayão,"Charles Gounod, Bidu Sayão",3,True,0.379,0.0993,9,-17.016,0,0.0469,0.981,0.0,0.102,0.151,103.359,205267,4.0,1942-01-01
I'll Be Back,Lennon Re-Imagined,The Nutopians,7,True,0.48,0.291,9,-13.072,1,0.03,0.791,0.0002,0.162,0.366,132.377,183067,4.0,2013-03-18
"Beethoven: Piano Sonata No. 3 in C Major, Op. 2 No. 3: I. Allegro con brio",Beethoven: Complete Piano Sonatas,"Ludwig van Beethoven, Fazıl Say",9,True,0.395,0.136,7,-21.857,1,0.0432,0.993,0.904,0.0778,0.23,73.649,613427,4.0,2020-01-17
The Hullabaloo Hustle,What Must Be,Dhruva Aliman,7,True,0.597,0.957,10,-3.605,0,0.0308,0.0056,0.88,0.36,0.654,100.012,216934,4.0,2014-06-01
Not Too Late,Bridge the Gap,40831,9,True,0.835,0.948,9,-4.282,0,0.0892,0.127,0.0185,0.131,0.783,89.993,216053,4.0,2007-01-01
Zein baino zein,V,Hira,8,True,0.272,0.6,0,-3.162,1,0.0409,0.0001,0.0057,0.313,0.515,143.399,280247,4.0,2015-05-12
Subi Cutelo,Badia Di Fogo,"Neuza, Michel Montrond",2,True,0.71,0.882,9,-6.352,0,0.159,0.816,0.0,0.158,0.851,114.736,266000,4.0,2018-12-22
Home,Attica,Wussy,10,True,0.287,0.581,0,-6.046,0,0.0334,0.584,0.174,0.155,0.117,151.822,221547,3.0,2014-05-27
Come & Go,Among Dreams,Potion,5,True,0.528,0.723,1,-6.076,1,0.0253,0.0282,0.0,0.0831,0.418,91.981,279493,4.0,2000-01-01
We're Desperate,Oakland Stadtmusikanten,Strychnine,18,True,0.254,0.88,2,-5.039,1,0.0864,0.0,0.0001,0.359,0.276,140.132,119107,4.0,2003-01-01
World at Large,Pickin' on Modest Mouse,"""Pickin On Series"", Iron Horse",9,True,0.575,0.846,7,-7.464,1,0.0381,0.101,0.0004,0.272,0.829,152.454,219747,4.0,2007-05-31
Mind Wipe,Entity,Acid Gambit,10,True,0.56,0.647,2,-9.149,1,0.0546,0.0061,0.932,0.791,0.819,159.987,257742,4.0,2019-09-15
World Gone Mad,Gory Days,Necro,2,True,0.69,0.746,10,-5.243,1,0.256,0.0744,0.0,0.183,0.862,90.986,290213,4.0,2001-01-01
Untitled 3,Pine Cone Temples,Thuja,3,True,0.153,0.49,5,-10.258,1,0.0356,0.641,0.295,0.134,0.17,135.58,229253,4.0,2005-09-28
Diggity Dude Theme (Reprise),My Science Project,The Diggity Dudes,12,True,0.757,0.363,9,-11.923,0,0.0395,0.138,0.936,0.115,0.843,110.126,34773,4.0,2010-06-05
Caledonia,That Night in the Garden,Emerald Rose,4,True,0.283,0.25,3,-9.59,1,0.031,0.663,0.0287,0.72,0.22,167.661,278067,3.0,2009-09-03
"Concerti grossi, Op. 6 No. 5 in D Major, HWV 323: Concerti grossi, Op. 6 No. 5 in D Major, HWV 323: I. [...]","Handel: Concerti grossi, Op. 6","George Frideric Handel, The Avison Ensemble",19,True,0.454,0.216,8,-12.18,1,0.0382,0.822,0.0129,0.0844,0.472,98.423,92693,3.0,2010-06-28
Big Old Red Guitar,Callin' Me Back Home,Lou Reid & Carolina,10,True,0.527,0.696,4,-8.57,1,0.045,0.814,0.0001,0.338,0.828,185.81,237107,4.0,2012-04-17
El Profe,The End,Kultama,5,True,0.789,0.698,8,-5.828,1,0.0621,0.0174,0.0,0.063,0.853,92.017,231227,4.0,2009-10-13
Give Me What I Want,Bitchin',The Donnas,12,True,0.505,0.968,7,-2.715,1,0.0723,0.0015,0.0,0.212,0.623,141.005,193280,4.0,2007-09-18
So What,On the Outside,The Marked Men,6,True,0.362,0.833,7,-4.457,1,0.0553,0.0014,0.927,0.0973,0.359,112.555,81920,4.0,2004-05-25
