"Theme Original et Etude de S. Thalberg, Op. 45a","Saint-Lubin, L. De: Violin Virtuoso Works, Vol. 1 - Grand Duo Concertant / 2 Salonstucke / Potpourri","Léon de Saint-Lubin, Anastasia Khitruk",6,True,0.3,0.121,9,-21.305,0,0.0493,0.989,0.322,0.0463,0.26,88.954,362973,4.0,2009-05-26
Xiaoyao ferry,"China The Hugo Masters, Vol. 1: Chinese Classical Music Anthology: Bowed Strings",Ming-yuan Liu,13,True,0.285,0.0581,2,-23.628,0,0.0476,0.789,0.0032,0.129,0.246,78.928,584067,4.0,1992-01-01
This is Your Life,Edibles 2,Count Bass D,4,True,0.654,0.843,7,-6.269,0,0.0354,0.0284,0.0,0.334,0.658,77.386,52623,4.0,2020-01-31
1995,How Come I'm Dead,Hot Panda,10,True,0.364,0.825,7,-4.757,0,0.0649,0.0001,0.138,0.0996,0.127,96.038,163773,4.0,2011-09-20
I Know This Bar,To The Teeth,Ani DiFranco,13,True,0.685,0.164,4,-17.856,1,0.0414,0.447,0.0,0.102,0.312,101.168,331600,4.0,1999-11-16
Bound With Sympathy - Mix,Square Matrix 002,Neikka RPM,8,True,0.59,0.914,4,-8.902,0,0.0607,0.0186,0.949,0.377,0.633,139.952,216440,4.0,2002-01-01
Jordan Am A Hard Road To Travel,Further Down The Old Plank Road,The Chieftains,2,True,0.586,0.804,2,-7.906,1,0.0888,0.549,0.0006,0.171,0.863,115.807,207800,3.0,2003-09-08
Shalom Aleichem,100% Handmade Music Volume II,"Andy Statman, David Grisman",15,True,0.391,0.296,9,-15.025,0,0.0342,0.863,0.77,0.718,0.211,138.322,372960,4.0,1995-07-01
The Hours: The Hours,"Glass: Metamorphosis, The Hours","Philip Glass, Lavinia Meijer",12,True,0.306,0.0299,7,-24.498,0,0.0386,0.989,0.934,0.101,0.0445,110.901,433440,4.0,2012-10-21
"Overture (Suite) in G Minor, TWV 55:g2, ""La changeante"": I. Ouverture","Telemann: Orchestral Works, Vol. 1","Georg Philipp Telemann, Collegium Musicum 90",17,True,0.519,0.104,6,-19.69,0,0.0411,0.834,0.163,0.103,0.399,98.443,275760,4.0,1991-03-01
Ode to Joy,A Touch of Christmas,Jerry Marchand,2,True,0.599,0.0979,7,-17.156,1,0.121,0.942,0.933,0.112,0.227,144.758,293973,4.0,1996-01-01
Alternate Reality,Percussion / Synth Action: Alternate Reality,Alexander Pfeffer,3,True,0.598,0.613,10,-14.678,0,0.0384,0.188,0.812,0.0887,0.0394,120.017,141132,4.0,2018-11-19
So Far,Dream Big,Ali Brustofski,4,True,0.485,0.853,9,-3.927,0,0.0413,0.0011,0.0,0.281,0.545,152.005,232000,4.0,2013-07-10
Restless - Remastered 1991,The Birth Of Swing,"Benny Goodman, Helen Ward",8,True,0.541,0.27,8,-10.388,1,0.0403,0.964,0.0803,0.181,0.493,96.731,206907,4.0,1991-10-22
"Puke (feat. Nyck Caution, Erick The Architect, Meechy Darko & AKTHESAVIOR)",Escape From New York,"Beast Coast, Joey Bada$$",9,True,0.755,0.833,4,-6.207,0,0.137,0.105,0.0,0.127,0.182,115.05,175587,4.0,2019-05-24
In the Wrong Arms,Falkner Street,Number Seven Deli,1,True,0.594,0.762,4,-4.645,1,0.0263,0.0192,0.0,0.164,0.675,118.098,197787,4.0,2003-03-03
Corita,See Me Rise,Clint Bracher,2,True,0.445,0.553,2,-7.47,1,0.0335,0.705,0.0012,0.112,0.345,148.629,195907,4.0,2020-01-18
Madhouse,No-Fi Trash,Bombshell Rocks,21,True,0.391,0.948,7,-8.232,1,0.0572,0.0014,0.0,0.318,0.702,102.703,146013,4.0,2000-01-01
El Niño,Lo Peor,37 Hostias,6,True,0.386,0.985,6,-6.461,0,0.0601,0.001,0.0,0.089,0.432,97.312,157227,4.0,2009-03-03
Somebody's Got to Go,Slang Prostitution,"Cappadonna, Lounge Lo",15,True,0.72,0.572,1,-6.413,1,0.13,0.0869,0.0026,0.087,0.666,91.986,212496,4.0,2013-10-30
Gitarren I Knät,Olyckssyster,Lisa Ekdahl,11,True,0.403,0.222,4,-14.087,0,0.0314,0.648,0.0196,0.117,0.304,150.323,440027,3.0,2004-09-08
Change the World,Bulletproof,Erica Sunshine Lee,3,True,0.649,0.719,11,-5.568,1,0.0503,0.0092,0.0,0.196,0.587,90.953,236680,4.0,2020-04-20
Sugar Rush,Sugar Rush,Pixl,1,True,0.706,0.76,7,-4.61,1,0.0581,0.0007,0.254,0.28,0.244,127.993,285015,4.0,2013-08-14
First In Line,The Romantics,The Romantics,3,True,0.492,0.933,2,-8.889,1,0.0551,0.131,0.0002,0.0931,0.78,113.371,157707,4.0,1980-01-01
Prima (feat. Franca Valeri),Ero Un Autarchico,"Frankie HI-NRG MC, Franca Valeri",1,True,0.599,0.872,2,-12.787,1,0.539,0.823,0.0,0.594,0.806,138.867,43573,5.0,2003-08-16
Tuesday Wonderland,Tuesday Wonderland,Esbjörn Svensson Trio,2,True,0.285,0.494,11,-11.788,0,0.0402,0.33,0.852,0.113,0.846,172.175,392213,4.0,2006-09-22
"Violin Sonata No. 1 in G Minor, BWV 1001: III. Siciliana",Bach: Sonatas & Partitas for Solo Violin,"Johann Sebastian Bach, Julia Fischer",3,True,0.342,0.0156,10,-23.397,1,0.0521,0.995,0.0198,0.17,0.423,131.251,179987,5.0,2005-01-01
Haven,Halo 4: Original Soundtrack (Deluxe Edition),Neil Davidge,6,True,0.0849,0.405,0,-10.687,1,0.0387,0.005,0.879,0.0518,0.0333,84.738,344890,4.0,2012-10-22
Silent K,Whirlpool,Whirlpool,5,True,0.382,0.786,2,-8.406,1,0.0625,0.118,0.0,0.264,0.393,123.817,172533,4.0,1995-07-14
Rap Battle: Ryu vs. Ken (Karaoke Version),Starbomb Rapalong,Starbomb,5,True,0.713,0.756,6,-6.647,0,0.0293,0.0011,0.0008,0.0784,0.964,109.985,118415,4.0,2013-12-20
The Drowned World IV,The Drowned World,1115,4,True,0.7,0.785,9,-11.863,0,0.0452,0.003,0.834,0.169,0.0681,109.984,290539,4.0,2016-01-22
Shredder,Beach Access,The Malibooz,3,True,0.254,0.959,6,-7.091,0,0.099,0.0,0.89,0.476,0.444,153.29,185813,4.0,2002-01-01
Night Journey: Waves,To The Garden,Doug Favero,1,True,0.265,0.249,0,-19.289,1,0.0398,0.989,0.869,0.104,0.0366,142.768,849747,4.0,2007-01-01
Siempre Hace Frio - 2016 Remaster,Mas Canciones (2016 Remaster),Linda Ronstadt,6,True,0.454,0.175,0,-10.356,1,0.0356,0.724,0.0,0.109,0.247,106.941,198547,5.0,1991-11-05
Dance Hall,Good News For People Who Love Bad News,Modest Mouse,7,True,0.405,0.931,11,-4.459,0,0.0498,0.0059,0.107,0.673,0.655,187.159,177067,4.0,2004-04-05
Libro Abierto (feat. Flaco Jimenez),Carta Jugada,"Los Cenzontles, Los Texmaniacs",2,True,0.729,0.54,10,-9.086,1,0.0414,0.0258,0.0,0.123,0.529,98.481,175400,4.0,2017-05-26
"String Quartet No. 54 in B-Flat Major, Op. 71, No. 1, Hob.III:69: I. Allegro","Haydn: String Quartets Op. 71, Apponyi Quartets","Franz Joseph Haydn, Kodály Quartet",1,True,0.366,0.106,5,-18.634,1,0.0373,0.974,0.597,0.0803,0.334,135.773,409680,4.0,1990-04-25
Racing in the Streets - 2008 Remaster,Last Date,Emmylou Harris,6,True,0.493,0.414,0,-12.297,1,0.0307,0.454,0.0,0.996,0.279,92.302,324627,4.0,1982-10-01
X Marks the Spot,Mr. Clown and the Day the Sun Got Wet,The Dirty Sock Funtime Band,8,True,0.681,0.784,1,-10.341,1,0.0431,0.0361,0.298,0.0696,0.465,119.981,144347,4.0,2005-01-01
Why Did You Wander ?,25 Greatest Bluegrass Hits,"""Lester Flatts Nashville Grass""",3,True,0.436,0.644,7,-9.46,1,0.0308,0.121,0.194,0.346,0.83,156.566,148240,4.0,2008-03-25
Returning Overdue Library Books,Thinking About Thursdays,Lullatone,21,True,0.583,0.164,8,-13.04,1,0.0363,0.913,0.848,0.114,0.479,139.959,183224,4.0,2017-02-21
Flute Concerto No. 11 in B Minor: II. Adagio,"Devienne: Flute Concertos, Vol. 3","Francois Devienne, Patrick Gallois",8,True,0.251,0.0295,2,-25.942,1,0.0434,0.973,0.854,0.14,0.224,97.22,171347,4.0,2017-06-09
The Voice of Sparky the Gerbil,Jabbering Trout,Tom Burris,12,True,0.7,0.599,11,-9.467,0,0.0381,0.0318,0.0,0.105,0.542,124.231,157240,4.0,2000-06-01
Terlingua Sky,What I Like About Texas - Greatest Hits,Gary P. Nunn,11,True,0.569,0.498,2,-6.607,1,0.0255,0.272,0.0,0.198,0.576,128.438,280680,3.0,1997-01-01
Spanner,Pvp,Five Mile Hill,11,True,0.47,0.257,2,-13.173,1,0.0353,0.817,0.0002,0.131,0.154,127.447,199597,4.0,2016-11-15
Our Faded Funeral,Drunk In the Daylight,Koffin Kats,17,True,0.336,0.708,4,-6.177,1,0.213,0.008,0.0,0.589,0.184,77.828,248920,4.0,2008-10-28
Rock Bottom,These Grey Men,John Dolmayan,8,True,0.4,0.869,2,-7.268,1,0.0844,0.0303,0.865,0.276,0.519,128.863,475217,4.0,2020-02-28
Iskalde Blikk,Shortcuts to Dead Ends,Haunted By Silhouettes,8,True,0.154,0.995,8,-7.135,1,0.332,0.0896,0.141,0.107,0.0353,95.721,273590,3.0,2018-03-09
My Dream,Laguna Sweethearts,Jack Schell,5,True,0.669,0.521,9,-12.82,1,0.0409,0.0084,0.926,0.123,0.0366,120.032,106960,4.0,2003-01-01
The Legacy of the Defeated,Esoteric,Skyfire,10,True,0.372,0.988,4,-4.355,1,0.114,0.0001,0.0156,0.297,0.182,110.347,441733,4.0,2009-10-13
Walk In The Sun,Intersections 1985-2005,Bruce Hornsby,11,True,0.694,0.802,2,-7.366,1,0.0291,0.113,0.0048,0.0457,0.966,121.999,284013,4.0,2006-11-17
Tardive,To-kyo,Ehamiku,4,True,0.651,0.649,9,-5.405,0,0.0328,0.321,0.0001,0.116,0.946,200.048,221667,4.0,2011-01-16
"I See a Boat on the River - 7"" Version",Oceans Of Fantasy,Boney M.,14,True,0.767,0.797,9,-7.495,1,0.0286,0.301,0.0,0.282,0.973,120.792,280720,4.0,1979-01-01
Randy Scouse Git (Mono),Pop Piano,The Monkees,3,True,0.349,0.573,4,-10.594,0,0.041,0.438,0.0,0.112,0.878,203.917,155027,4.0,2019-12-06
Missa L'homme Arme (For 4 Voices): Gloria,Palestrina: Missa Sine Nomine / Missa L'homme Armé / Three Motets,"Giovanni Pierluigi da Palestrina, San Petronio Cappella Musicale Soloists",10,True,0.206,0.116,9,-19.384,0,0.0463,0.979,0.0046,0.125,0.0699,111.743,260973,4.0,1997-02-17
Back on the Street - Live,Live at the Old Waldorf San Francisco - August 1978 (Deluxe Edition),"Todd Rundgren, Utopia",8,True,0.451,0.698,9,-9.834,1,0.0758,0.658,0.0,0.791,0.585,121.823,256493,4.0,2015-11-27
Separation,Final Escape,Immediate,6,True,0.47,0.46,2,-13.23,1,0.046,0.0981,0.918,0.109,0.0961,79.997,111646,4.0,2018-07-09
Charlie Chan,The Ughs!,The Residents,9,True,0.736,0.386,1,-10.246,1,0.0495,0.0001,0.713,0.184,0.256,120.026,245360,4.0,2009-11-03
Verdi Cries,In My Tribe,"10,000 Maniacs",11,True,0.367,0.0256,3,-25.309,1,0.0421,0.917,0.0001,0.0843,0.178,106.872,260253,4.0,1987-07-27
Mayhem Donor,Chronicles of Bloodshed,"Infer, Sepsis",7,True,0.475,0.961,1,-4.784,0,0.159,0.0031,0.677,0.166,0.251,100.005,224240,3.0,2016-03-11
Desvelo - De Flor En Flor,Cafetín De Buenos Aires,Aníbal Troilo Y Su Orquesta Típica,9,True,0.552,0.345,0,-7.396,0,0.0497,0.907,0.0027,0.146,0.68,121.6,185053,4.0,2004-01-29
the Great Work,Towards The Blaze Of Perdition,Blaze of Perdition,8,True,0.169,0.775,10,-6.476,1,0.115,0.0,0.838,0.305,0.0762,118.811,430547,4.0,2013-07-02
Knockin' on Heaven's Door,Rock Star: A Night at the Mayan Theatre,Dana Robbins,5,True,0.442,0.656,1,-6.392,1,0.0293,0.0117,0.0001,0.886,0.542,131.527,207827,4.0,2005-09-20
"L'enfant et les sortileges: Ou est tu? Je te cherche… (The Dragonfly, L'enfant, The Bat)","Ravel, M: Enfant Et Les Sortileges (L') [Opera] / Sheherazade","Maurice Ravel, Julie Boulianne",18,True,0.228,0.0967,1,-25.276,0,0.0495,0.743,0.0005,0.164,0.0378,170.442,128813,5.0,2009-03-31
PaperJet,Rapp,Boulevard Depo,1,True,0.219,0.452,1,-12.874,1,0.0457,0.142,0.115,0.53,0.0628,84.096,138867,1.0,2014-02-05
Simple Lang 'Tol,18 Greatest Hits Mike Hanopol,Mike Hanopol,13,True,0.329,0.844,4,-7.107,0,0.0442,0.0003,0.291,0.0674,0.512,128.844,332573,4.0,2010-09-03
Lyrilogical Guy (Skit),Rapplicable Skills,Wordburglar,1,True,0.658,0.679,1,-14.905,1,0.816,0.284,0.0,0.689,0.435,84.221,50893,4.0,2015-08-28
Nemesis - Orchestral Version,Nemesis (Orchestral Version),Genus Ordinis Dei,1,True,0.331,0.503,11,-10.29,0,0.0359,0.182,0.941,0.116,0.0371,134.272,255556,3.0,2019-11-08
"Mass No. 11 in D Minor, Hob.XXII:11, ""Nelsonmesse"", ""Imperial Mass"", ""Coronation Mass"": Benedictus: Hosanna in excelsis",Discover Choral Music,"Franz Joseph Haydn, Viktoria Loukianetz",5,True,0.378,0.11,2,-20.922,1,0.0429,0.972,0.177,0.23,0.413,62.22,44787,3.0,2007-08-01
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso (Live)",Beethoven: Symphonies Nos. 1-9 (Live),"Ludwig van Beethoven, Malmö Symphony Orchestra",1,True,0.238,0.104,10,-18.965,1,0.0364,0.975,0.859,0.0649,0.148,77.702,868747,4.0,2020-06-05
Gladys Knight,Twice on Sunday (Season 1): BTS,"Grand Nationxl, Blvck Achilles",4,True,0.68,0.412,4,-10.357,0,0.435,0.399,0.0,0.11,0.0376,46.256,197239,4.0,2020-09-10
Prophets,The Virus,Before I Turn,3,True,0.515,0.969,1,-5.113,0,0.161,0.0004,0.0019,0.67,0.0728,114.992,216391,4.0,2016-04-09
Accute Obliteration,In Darkness or in Light (Re-Issue),Metanoia,1,True,0.363,0.933,9,-6.847,1,0.0517,0.0132,0.637,0.326,0.265,158.792,270827,4.0,2018-04-20
Let There Be Peace On Earth,Piano Christmas,Peter Kater,10,True,0.303,0.157,9,-16.015,0,0.0365,0.97,0.905,0.0703,0.196,68.361,226627,5.0,2009-08-25
In All the Right Places,So Natural,Lisa Stansfield,12,True,0.631,0.604,1,-12.638,0,0.0356,0.449,0.0106,0.0709,0.854,89.995,362800,4.0,1993-11-08
Soundtrack Song (Bonus Track),III,The Lumineers,3,True,0.684,0.538,7,-7.012,1,0.032,0.702,0.0,0.347,0.353,119.957,121461,4.0,2019-09-13
"Ne tol'ko lyubov' (Not for Love Alone): Po lesam kudriavim, po goram gorbatim (Along the leafy forests, along the hump-backed hills)","Podles, Ewa: Russian Arias","Rodion Shchedrin, Ewa Podles",5,True,0.301,0.0552,4,-23.958,0,0.0549,0.976,0.005,0.0792,0.0587,74.557,532787,4.0,2002-01-01
As the After Becomes the Before,Cosmic World Mother,...And Oceans,4,True,0.171,0.713,4,-9.328,1,0.0613,0.0,0.097,0.0471,0.234,116.29,313000,4.0,2020-05-08
Of a Lifetime,Journey,Journey,1,True,0.305,0.523,11,-9.011,0,0.0333,0.0013,0.316,0.188,0.545,114.537,409960,4.0,1975-04-01
Ornithology,The Very Thought of You,Orna,9,True,0.618,0.479,0,-13.39,1,0.058,0.269,0.535,0.309,0.766,115.802,271227,4.0,2003-02-18
The Mystery of Harmony,Nature Life,Rhythm Of Mankind & Nature,1,True,0.757,0.699,3,-8.188,0,0.0316,0.142,0.637,0.236,0.815,144.043,310000,4.0,2006-12-20
Spun Glass,Flying Free,Bliss,11,True,0.206,0.0676,3,-21.753,1,0.0533,0.959,0.0898,0.0902,0.0947,70.456,371187,4.0,1997-01-01
We Have Motors,Motel Chronicles,Joel Pickard,12,True,0.687,0.204,7,-11.505,1,0.047,0.956,0.348,0.103,0.829,102.063,129733,4.0,2011-06-20
She's A Baby When She Cries,All Likkered Up,Roger Alan Wade,9,True,0.51,0.05,9,-19.985,1,0.0368,0.875,0.0,0.0766,0.15,70.507,128173,4.0,2005-01-01
Belinda Stretch's Magic Ring,Drugs,Cavedoll,6,True,0.494,0.874,6,-8.513,0,0.0585,0.0,0.847,0.369,0.501,169.016,164880,4.0,2008-03-07
Who Decides,Invisible Youth,The Wednesdays,5,True,0.479,0.886,7,-6.52,1,0.0552,0.0001,0.0001,0.0333,0.625,106.953,106160,4.0,2005-06-21
Cross Over The Bridge,Patti Page's Greatest Hits,Patti Page,3,True,0.573,0.615,4,-9.976,1,0.112,0.692,0.0,0.172,0.865,134.177,156160,3.0,1972-01-01
Drop Top,Shaman Work Presents: The Family Files Vol. 2,B.I. and Broadway feat. Masco,23,True,0.665,0.477,10,-13.155,0,0.433,0.21,0.0,0.362,0.813,153.263,140987,4.0,2005-04-22
Cold Blood,In The Name Of Progress,City On The Make,10,True,0.559,0.52,11,-11.695,0,0.152,0.0513,0.0009,0.641,0.591,79.054,182707,4.0,2007-07-10
"Piano Concerto No. 23 in A Major, K. 488: II. Adagio",Mozart for Meditation,"Wolfgang Amadeus Mozart, Jenő Jandó",2,True,0.267,0.0279,6,-26.164,0,0.0362,0.988,0.907,0.124,0.0519,100.777,388467,3.0,2005-05-01
"Symphony No. 14, Op. 135: X. ""The Death of the Poet"", Largo -",Shostakovich: Symphony No. 14,"Dmitri Shostakovich, Gal James",10,True,0.279,0.0214,8,-30.834,1,0.0466,0.848,0.0,0.0848,0.0352,88.037,270733,4.0,2014-04-01
Ground,Hymnolia,"Peter Meyer, Bernhard Meyer",11,True,0.481,0.248,7,-16.917,1,0.0336,0.688,0.841,0.112,0.0633,117.125,304880,4.0,2013-11-08
3. Gece Şeytanla Dans,Mevlana'dan Çağrı Dans Müziği,Can Atilla,13,True,0.312,0.566,1,-12.427,1,0.0507,0.178,0.95,0.0759,0.0391,150.029,156760,4.0,2008-10-02
Out of Blue Comes Green,Stay on These Roads,a-ha,8,True,0.637,0.469,0,-15.649,1,0.0302,0.0417,0.296,0.0319,0.492,112.071,402293,4.0,1988-05-03
Esa Chica Es Mia,15 Grandes Exitos de Amor,Manolo Galvan,15,True,0.504,0.657,2,-6.24,1,0.0445,0.738,0.0,0.0598,0.494,155.7,239293,4.0,1997-10-21
Soul Appeal,Soul Appeal,Michael Lington,1,True,0.747,0.607,0,-7.393,0,0.0303,0.0217,0.843,0.0837,0.479,99.022,291813,4.0,2014-04-08
Ghost,Drinking from a Salt Pond,Run River North,6,True,0.652,0.742,4,-4.969,0,0.0293,0.0864,0.0,0.391,0.696,126.032,191307,4.0,2016-02-26
Baroque,Geetar,Steve Hung,8,True,0.616,0.508,9,-11.3,0,0.0626,0.804,0.879,0.101,0.815,123.76,95040,4.0,2008-07-15
Brittle Urchin,Plastic House on Base of Sky,Kayo Dot,5,True,0.168,0.434,7,-12.269,0,0.0466,0.232,0.181,0.095,0.032,84.096,272112,5.0,2016-06-24
Love Without Time,OPM Romantic Love Songs,Nonoy Zuniga,6,True,0.44,0.424,1,-8.884,1,0.0278,0.357,0.0001,0.281,0.0943,83.598,234347,4.0,2012-04-02
"Judith, Act I: “O torment great, too great to bear”",Mozart in London,"Thomas Arne, Ana Maria Labin",5,True,0.338,0.206,7,-16.995,0,0.0569,0.883,0.0005,0.0854,0.23,146.318,226667,4.0,2018-05-04
All Woman,Real Love (Deluxe),Lisa Stansfield,5,True,0.583,0.338,7,-13.63,0,0.064,0.607,0.0,0.0708,0.378,141.889,317373,4.0,1991-01-01
Kahakuloa,Hawaiian Memories,"Na Leo, Na Leo Pilimehana",1,True,0.422,0.461,0,-10.54,1,0.0308,0.843,0.0033,0.0908,0.67,169.797,208533,4.0,2002-06-04
Ok! Have It Your Way,If Not Now When,The Blow Monkeys,1,True,0.654,0.933,9,-5.212,0,0.0306,0.0032,0.0,0.0866,0.952,122.037,206587,4.0,2015-04-08
Silent Night,Man! It's Christmas,The Rev Jimmie Bratcher,10,True,0.385,0.417,0,-8.35,1,0.0437,0.19,0.0004,0.389,0.322,182.801,444400,3.0,2006-01-01
Witchcraft,Little Black Dress,Rob Piltch,5,True,0.5,0.272,5,-17.331,1,0.0331,0.952,0.895,0.102,0.394,135.043,285040,4.0,2013-01-01
In Your Eyes,Always Never The Same,"Kansas, London Symphony Orchestra",5,True,0.453,0.456,5,-7.276,1,0.0284,0.19,0.0,0.121,0.51,139.219,271267,4.0,1998-01-01
It's Not Over,Malibu EP,Trashbat,2,True,0.688,0.666,0,-8.417,0,0.0491,0.122,0.889,0.0884,0.607,140.002,369371,4.0,2016-03-25
Daylight's End,The Music of League of Legends Vol. 1,League of Legends,11,True,0.198,0.195,7,-18.916,0,0.0415,0.901,0.0587,0.102,0.0326,80.496,226227,4.0,2015-01-28
Let Me Go,Cultivate,Dose,4,True,0.437,0.991,7,-3.019,1,0.119,0.0001,0.287,0.345,0.454,172.92,205318,4.0,2016-07-25
D-Luxe - Live,Made in South Africa,"James Phillips, The Cherry Faced Lurchers",2,True,0.582,0.491,2,-13.024,1,0.0284,0.0116,0.0001,0.056,0.42,130.06,234515,4.0,1995-01-01
The Lonesome Road,Going Home,Buzz Busby,3,True,0.516,0.361,7,-9.644,1,0.033,0.744,0.0,0.117,0.604,107.261,153840,3.0,2005-01-01
Rain,1000 Kisses,Patty Griffin,1,True,0.497,0.372,5,-8.094,1,0.0261,0.654,0.0,0.0624,0.29,94.604,248293,4.0,2002-04-09
Spirit,Levitation (Inspiring Score),Songs To Your Eyes,8,True,0.0974,0.457,7,-15.321,1,0.0381,0.883,0.899,0.096,0.0459,180.081,201333,3.0,2019-02-01
She Never Cried in Front of Me,That Don't Make Me a Bad Guy,Toby Keith,9,True,0.458,0.621,7,-4.553,1,0.0306,0.374,0.0,0.0999,0.34,145.904,239507,4.0,2008-10-28
Locatelli: Variations,Hagen: Lute Sonatas / Locatelli Variations,"Bernhard Joachim Hagen, Robert Barto",16,True,0.328,0.115,6,-24.053,1,0.0519,0.984,0.878,0.113,0.229,115.232,467800,4.0,1999-05-31
"We Check in, I Check Out",Doing It for the Kids,Whore,21,True,0.25,0.998,2,-5.818,1,0.26,0.0048,0.171,0.505,0.0296,110.423,114080,4.0,2005-06-28
"Organ Concerto, Op. 4, No. 4, Hwv 292 - Iv. Allegro","Handel: Ezio, Hwv 29","George Frideric Handel, Johannes Somary",22,True,0.412,0.0901,5,-20.708,1,0.0381,0.958,0.34,0.183,0.37,121.476,219933,4.0,2007-10-09
Living The Life,Counting Money In My Sleep,"Cuddy, A-Wax",11,True,0.477,0.874,11,-6.124,0,0.313,0.0307,0.0,0.392,0.537,165.776,185060,4.0,2019-11-08
"Overture (Suite) in E-Flat Major, TWV 55:Es3, ""La lyra"": IV. Sicilienne avec Cadenze",Telemann: Don Quixote / La Lyra / Ouverture in D Minor,"Georg Philipp Telemann, Northern Chamber Orchestra",20,True,0.266,0.0635,3,-22.885,1,0.0417,0.956,0.704,0.137,0.276,78.102,97560,4.0,2003-06-13
Scared,Brains Keep Cookin',Burnt,10,True,0.436,0.599,7,-12.327,1,0.22,0.0289,0.0,0.737,0.359,75.843,220747,4.0,2009-04-19
On the Town: Act I: Come Up to My Place,On the Town (Studio Cast Recording (1960)),"Leonard Bernstein, Nancy Walker",2,True,0.521,0.344,5,-16.363,1,0.256,0.766,0.0,0.0971,0.622,166.266,166027,4.0,1959-01-01
Lampedusa Lullaby,Lampedusa Lullaby,KUU!,2,True,0.42,0.567,11,-7.978,0,0.0309,0.0675,0.0,0.105,0.437,95.127,343686,3.0,2018-08-31
"""Ach, lieben Christen, seid getrost"" BWV 114: Chorus: ""Ach, lieben Christen, seid getrost""",J.S. Bach: Cantatas Vol. 12,"Johann Sebastian Bach, Amsterdam Baroque Orchestra",14,True,0.442,0.165,6,-23.062,0,0.0367,0.983,0.739,0.142,0.233,116.768,256000,3.0,2007-02-27
"The Fairy Queen, Z. 629, Act 1: Come, Come, Come Let us Leave the Town (Duet)",The Fairy Queen,"Henry Purcell, Ann Murray",6,True,0.286,0.0696,11,-24.583,0,0.0848,0.961,0.0002,0.102,0.277,76.007,175333,4.0,1991-07-01
"Piano Trio No. 2 in G Major, Op. 1 No. 2: III. Scherzo. Allegro",Beethoven: Piano Trios Nos. 1-3,"Ludwig van Beethoven, Trio Goya",7,True,0.572,0.0776,7,-27.118,1,0.045,0.952,0.291,0.102,0.742,108.38,223130,4.0,2018-07-06
City's Face,As Long As You Are,Future Islands,5,True,0.521,0.269,8,-13.907,1,0.042,0.914,0.0076,0.125,0.12,130.926,231180,4.0,2020-10-09
Take Me Home Tonight (Re-Recorded),Greatest Hits (Re-recorded Versions),Eddie Money,1,True,0.567,0.923,1,-7.458,1,0.042,0.0085,0.0,0.147,0.681,131.963,223773,4.0,2012-03-01
Olive Juice,No Need for Words,Sean Jones,2,True,0.523,0.6,8,-8.137,1,0.0514,0.395,0.843,0.0644,0.549,121.337,448795,4.0,2011-05-24
Padre Nuestro,Bailables Latinas,Fidel Funes Y Su Marimba Orquesta,5,True,0.717,0.841,4,-5.177,0,0.0632,0.387,0.0,0.0858,0.839,90.061,265080,4.0,2012-02-20
An Innocent Heart,Something The Lord Made - Original Soundtrack Recording,Christopher Young,10,True,0.144,0.123,5,-22.103,1,0.0381,0.834,0.941,0.122,0.0353,82.567,133173,4.0,2012-10-17
"Zolaikha, Pt. I",The Child Within,"Aldoush, Jeff Obee",7,True,0.397,0.24,9,-14.681,1,0.0369,0.803,0.799,0.111,0.0397,94.227,153800,3.0,1992-06-01
Greatness or Death,Disease (Deluxe Edition),Beartooth,1,True,0.55,0.971,5,-3.119,0,0.206,0.0034,0.0005,0.548,0.284,99.949,202377,4.0,2019-10-25
"Variants on a Mediaeval Tune ""In dulce jubilo"": Variation 3",Trittico,"Norman Dello Joio, Dallas Wind Symphony",8,True,0.618,0.294,0,-23.383,1,0.0463,0.939,0.721,0.0413,0.479,117.824,82867,4.0,2012-03-01
Old Time Religion,"Songs Made More Famous By The Movie ""O Brother Where Art Thou""",Stones River Ranch Boys,6,True,0.73,0.531,9,-7.892,1,0.0309,0.694,0.0011,0.0821,0.843,99.926,139000,4.0,2005-01-01
Quema Mis Labios,Lo Mejor Volume 2,Julio Jaramillo,2,True,0.654,0.634,2,-8.659,1,0.127,0.438,0.0,0.209,0.938,84.603,133733,4.0,2011-08-16
Swamp Cooler (feat. Hans Ottsen & Randy Tico),Life On the Edge,"Phil Salazar, Hans Ottsen",11,True,0.604,0.878,11,-6.684,0,0.0486,0.0177,0.324,0.236,0.537,120.016,214779,4.0,2013-12-05
Straight On - Live,Fanatic Live from Caesars Colosseum,Heart,7,True,0.589,0.851,11,-7.415,0,0.0437,0.188,0.0835,0.972,0.761,111.919,357800,4.0,2013-01-01
Schubsetanz,Schubsetanz,Feuerschwanz,1,True,0.455,0.932,2,-4.325,1,0.057,0.0075,0.0,0.0848,0.705,178.082,199627,4.0,2018-06-08
"UN Squadron - Project 4 Fortress, Frontline Base",Masters,Random Battles,4,True,0.422,0.792,9,-7.959,1,0.0445,0.0128,0.916,0.116,0.415,168.019,226880,4.0,2010-08-23
An Introduction to … VERDI Rigoletto: Rigoletto's grief,Opera Explained: Verdi - Rigoletto,David Timson,11,True,0.409,0.148,1,-21.271,1,0.479,0.937,0.0002,0.177,0.367,78.275,352800,3.0,2002-07-04
